"id","neighbourhood","price","availability_365","reviews_per_month","annual_revenue_potential"
34486925,"Midtown",100,309,NULL,30900
27600437,"Chelsea",93,332,"0.14",30876
24175050,"Brighton Beach",125,247,NULL,30875
24232774,"Bedford-Stuyvesant",90,343,"0.1",30870
397420,"Harlem",85,363,"0.07",30855
1026683,"Concourse",85,363,"0.18",30855
3172212,"South Slope",85,363,"0.45",30855
35822763,"Crown Heights",85,363,NULL,30855
19891896,"Upper West Side",85,363,NULL,30855
1905865,"Williamsburg",159,194,"0.22",30846
23668737,"Midtown",120,257,"0.47",30840
13346741,"Upper West Side",200,154,"0.12",30800
4845237,"East Village",110,280,"0.18",30800
16999426,"Ditmars Steinway",175,176,"0.21",30800
36061459,"Williamsburg",385,80,NULL,30800
2508745,"Harlem",100,308,"0.22",30800
1717149,"West Village",440,70,"0.09",30800
29586573,"Bedford-Stuyvesant",110,280,NULL,30800
13276227,"Harlem",110,280,"0.26",30800
10947986,"Kingsbridge",99,311,"0.07",30789
20279691,"Flatbush",99,311,"0.11",30789
23092112,"Flatbush",90,342,"0.24",30780
29989586,"Far Rockaway",85,362,"0.38",30770
13213869,"Washington Heights",85,362,"0.3",30770
4008443,"Astoria",250,123,"0.43",30750
34485737,"Theater District",100,307,NULL,30700
15423623,"Williamsburg",90,341,"0.06",30690
4855004,"Upper West Side",90,341,"0.46",30690
1781697,"Williamsburg",99,310,"0.41",30690
3091202,"Kips Bay",84,365,"0.12",30660
35788732,"Astoria",135,227,NULL,30645
36060576,"Chelsea",125,245,NULL,30625
675793,"West Village",88,348,"0.05",30624
4169094,"Ditmars Steinway",90,340,"0.31",30600
28885547,"Greenpoint",180,170,NULL,30600
27681899,"Harlem",170,180,"0.28",30600
34969461,"Harlem",200,153,NULL,30600
30853297,"Long Island City",340,90,NULL,30600
3339273,"Chelsea",93,329,"0.26",30597
11981509,"Washington Heights",95,322,"0.19",30590
5538798,"Bedford-Stuyvesant",84,364,"0.1",30576
21298471,"Canarsie",160,191,"0.14",30560
355106,"Prospect-Lefferts Gardens",92,332,"0.39",30544
5858757,"Clinton Hill",89,343,"0.11",30527
5110224,"Stapleton",85,359,NULL,30515
34597644,"Ditmars Steinway",135,226,NULL,30510
28785091,"East Flatbush",100,305,"0.14",30500
15129261,"Upper East Side",110,277,"0.34",30470
23650259,"Lower East Side",350,87,"0.13",30450
1937323,"Hell's Kitchen",150,203,"0.04",30450
35677001,"Hell's Kitchen",350,87,NULL,30450
6956731,"Upper East Side",118,258,"0.09",30444
2093064,"Chelsea",139,219,"0.31",30441
22344067,"Brighton Beach",85,358,NULL,30430
31130,"Hell's Kitchen",130,234,"0.45",30420
23127964,"SoHo",169,180,"0.18",30420
13023771,"Prospect-Lefferts Gardens",100,304,"0.37",30400
36450896,"Financial District",475,64,NULL,30400
1029482,"East Village",95,320,"0.46",30400
23992091,"East Flatbush",159,191,"0.16",30369
990529,"Midtown",349,87,"0.04",30363
5760510,"Lower East Side",110,276,"0.34",30360
35971244,"Cobble Hill",289,105,NULL,30345
11089123,"Lower East Side",100,303,"0.46",30300
4637858,"Bedford-Stuyvesant",99,306,"0.25",30294
20941915,"St. George",85,356,NULL,30260
9725508,"Boerum Hill",123,246,"0.27",30258
274743,"Upper East Side",110,275,"0.02",30250
33635511,"Harlem",125,242,NULL,30250
655230,"Chinatown",149,203,"0.14",30247
27570485,"Upper West Side",142,213,"0.32",30246
35726476,"Brighton Beach",120,252,NULL,30240
31928439,"Midwood",120,252,NULL,30240
34902183,"Harlem",93,325,NULL,30225
26055132,"Glendale",83,364,"0.32",30212
11715256,"Kips Bay",159,190,"0.37",30210
25061086,"Bedford-Stuyvesant",265,114,"0.29",30210
4808239,"Midtown",95,318,"0.06",30210
27304971,"Harlem",100,302,NULL,30200
328040,"Midtown",299,101,"0.27",30199
4053564,"Bedford-Stuyvesant",89,339,"0.41",30171
34485740,"Theater District",100,301,NULL,30100
770893,"Upper West Side",100,301,"0.11",30100
10881164,"Clinton Hill",350,86,"0.05",30100
36382148,"Lower East Side",198,152,NULL,30096
990367,"Harlem",170,177,"0.34",30090
1835367,"Chelsea",92,327,"0.21",30084
32969,"Williamsburg",160,188,"0.11",30080
5490366,"Bushwick",168,179,"0.02",30072
30792215,"Hell's Kitchen",159,189,"0.16",30051
33330161,"SoHo",1306,23,NULL,30038
1032610,"Harlem",130,231,"0.16",30030
30761478,"Midtown",190,158,NULL,30020
36270801,"Hell's Kitchen",190,158,NULL,30020
19284253,"Midtown",145,207,"0.18",30015
18211259,"Flatbush",86,349,"0.04",30014
5572393,"East New York",85,353,"0.22",30005
27876268,"Stapleton",85,353,"0.19",30005
34453826,"Theater District",100,300,NULL,30000
35025921,"Upper West Side",150,200,NULL,30000
46911,"Prospect Heights",120,250,"0.48",30000
31549470,"Upper East Side",236,127,NULL,29972
14443766,"Stuyvesant Town",82,365,NULL,29930
33093166,"East Village",82,365,NULL,29930
5034136,"Upper West Side",105,285,"0.31",29925
3238517,"Bedford-Stuyvesant",105,285,"0.42",29925
29875137,"East Village",399,75,"0.47",29925
9591913,"Clinton Hill",105,285,"0.21",29925
3738815,"Midtown",136,220,"0.17",29920
34485694,"Hell's Kitchen",100,299,NULL,29900
34485699,"Midtown",100,299,NULL,29900
32678726,"Theater District",100,299,"0.45",29900
5070183,"Sunnyside",90,332,"0.28",29880
17364659,"Williamsburg",125,239,"0.36",29875
5642982,"Washington Heights",82,364,"0.32",29848
16251715,"Ditmars Steinway",87,343,"0.1",29841
3517621,"Kips Bay",87,343,"0.07",29841
2620068,"Upper East Side",117,255,"0.11",29835
4905337,"Kensington",85,351,"0.08",29835
34059931,"Upper West Side",190,157,NULL,29830
15721685,"Bedford-Stuyvesant",100,298,"0.44",29800
65562,"East Village",129,231,"0.15",29799
9883768,"Williamsburg",90,331,"0.16",29790
24497815,"Upper East Side",185,161,NULL,29785
14467602,"Two Bridges",130,229,"0.06",29770
21689998,"Tribeca",320,93,"0.09",29760
14092808,"Midtown",86,346,NULL,29756
29797672,"East Harlem",125,238,"0.32",29750
20034180,"Canarsie",89,334,"0.38",29726
36455402,"Crown Heights",180,165,NULL,29700
34485317,"Midtown",100,297,NULL,29700
11651980,"Midtown",165,180,NULL,29700
13156126,"Upper West Side",202,147,"0.3",29694
34655267,"Woodside",89,333,NULL,29637
29613451,"Bedford-Stuyvesant",90,329,"0.37",29610
2874695,"Williamsburg",100,296,"0.09",29600
35962803,"Fort Greene",800,37,NULL,29600
34489723,"Theater District",100,296,NULL,29600
19386545,"Williamsburg",110,269,"0.14",29590
3817216,"Murray Hill",87,340,"0.12",29580
1137270,"Upper West Side",135,219,"0.17",29565
32522010,"Ridgewood",150,197,NULL,29550
14420353,"Nolita",89,332,"0.1",29548
18386307,"Chelsea",89,332,"0.26",29548
26978574,"Gowanus",95,311,"0.09",29545
17306128,"Clinton Hill",95,311,"0.14",29545
19505956,"East Harlem",165,179,"0.18",29535
20916679,"Clinton Hill",165,179,"0.19",29535
23668732,"Midtown",120,246,"0.4",29520
19912256,"Williamsburg",250,118,"0.33",29500
33175415,"Gravesend",85,347,"0.31",29495
14065448,"Midtown",156,189,"0.09",29484
3924325,"East Flatbush",81,364,"0.08",29484
8459744,"East Elmhurst",89,331,"0.2",29459
14653800,"Midtown",199,148,"0.07",29452
30081150,"Washington Heights",109,270,"0.29",29430
17692837,"Harlem",86,342,"0.11",29412
36115258,"Williamsburg",99,297,NULL,29403
20466016,"Flushing",100,294,"0.34",29400
34485698,"Midtown",100,294,NULL,29400
7984555,"Carroll Gardens",150,196,"0.17",29400
1589715,"Upper East Side",120,245,"0.27",29400
34453824,"Theater District",100,294,NULL,29400
35988369,"East Village",119,247,NULL,29393
1336230,"Chelsea",93,316,"0.47",29388
34596809,"Brighton Beach",110,267,NULL,29370
25727611,"Bedford-Stuyvesant",87,337,"0.45",29319
35463996,"Upper West Side",100,293,NULL,29300
35534087,"SoHo",100,293,NULL,29300
34453823,"Theater District",100,293,NULL,29300
825193,"Park Slope",155,189,"0.28",29295
22266234,"Hell's Kitchen",329,89,"0.06",29281
35742470,"Midtown",450,65,NULL,29250
35766933,"East Flatbush",80,365,NULL,29200
482365,"Hell's Kitchen",80,365,"0.37",29200
30769456,"Astoria",80,365,"0.48",29200
1654738,"Hell's Kitchen",80,365,"0.18",29200
577824,"Crown Heights",80,365,"0.48",29200
31017171,"Bedford-Stuyvesant",80,365,NULL,29200
35576552,"Corona",80,365,NULL,29200
19209888,"Bedford-Stuyvesant",80,365,NULL,29200
19339594,"Crown Heights",80,365,"0.22",29200
36316884,"Crown Heights",80,365,NULL,29200
13346113,"Williamsburg",200,146,NULL,29200
13485043,"Ridgewood",80,365,"0.1",29200
14085512,"Canarsie",80,365,"0.42",29200
2628191,"Co-op City",80,365,"0.03",29200
9445501,"Hell's Kitchen",80,365,"0.12",29200
27314038,"East Flatbush",80,365,"0.16",29200
30326645,"Edenwald",80,365,NULL,29200
34490379,"Theater District",100,292,NULL,29200
5224210,"East New York",100,292,"0.03",29200
32897532,"Morrisania",80,365,NULL,29200
16186828,"Kingsbridge",80,365,NULL,29200
34851748,"Morrisania",80,365,NULL,29200
23463017,"Harlem",80,365,"0.06",29200
32428466,"Rego Park",108,270,NULL,29160
2467377,"Bay Terrace",90,324,"0.25",29160
4538012,"Harlem",85,343,"0.38",29155
3915796,"Upper West Side",113,258,"0.13",29154
35941038,"Theater District",249,117,NULL,29133
31883012,"Elmhurst",80,364,NULL,29120
33418580,"Bushwick",80,364,"0.46",29120
701227,"Fort Greene",80,364,"0.17",29120
19913783,"Harlem",80,364,NULL,29120
4833671,"Harlem",80,364,"0.19",29120
27227269,"Harlem",80,364,"0.11",29120
21843831,"East Flatbush",80,364,"0.36",29120
21306375,"Canarsie",80,364,"0.05",29120
21309053,"Canarsie",80,364,"0.05",29120
8025,"Park Slope",80,364,"0.37",29120
2636532,"Upper East Side",142,205,"0.03",29110
30126658,"Nolita",300,97,"0.48",29100
4555470,"Astoria",105,277,"0.27",29085
16374376,"Downtown Brooklyn",285,102,NULL,29070
6106544,"Midtown",85,342,"0.12",29070
4632852,"Concourse",85,342,"0.18",29070
33835408,"Hell's Kitchen",350,83,NULL,29050
18585546,"East Harlem",350,83,NULL,29050
4187747,"Upper East Side",94,309,"0.26",29046
21668437,"Bay Ridge",80,363,"0.05",29040
1332473,"Queens Village",80,363,"0.07",29040
367810,"Greenpoint",120,242,"0.09",29040
9232861,"Midtown",132,220,"0.13",29040
35153758,"Flushing",80,363,NULL,29040
24139687,"Harlem",80,363,NULL,29040
34485697,"Midtown",100,290,NULL,29000
30523683,"Concourse Village",85,341,"0.38",28985
36078798,"Greenpoint",85,341,NULL,28985
746983,"Harlem",80,362,NULL,28960
11923881,"Fort Greene",150,193,"0.18",28950
7224484,"Lower East Side",110,263,"0.23",28930
939724,"Bedford-Stuyvesant",85,340,"0.43",28900
31532642,"Washington Heights",135,214,"0.2",28890
11486357,"Harlem",87,332,"0.23",28884
35990312,"Ditmars Steinway",190,152,NULL,28880
4393126,"West Village",115,251,"0.13",28865
4786675,"Williamsburg",148,195,"0.37",28860
27520341,"Chinatown",130,222,NULL,28860
7889596,"Bensonhurst",79,365,"0.22",28835
35172841,"East Flatbush",79,365,NULL,28835
719914,"Harlem",79,365,"0.3",28835
35487169,"Bushwick",79,365,NULL,28835
30031841,"Gowanus",79,365,NULL,28835
11497938,"Spuyten Duyvil",79,365,"0.18",28835
29674661,"Williamsburg",110,262,NULL,28820
36121,"Prospect Heights",85,339,"0.09",28815
30399177,"Harlem",160,180,"0.32",28800
30591478,"Harlem",160,180,NULL,28800
36311599,"Hell's Kitchen",320,90,NULL,28800
13464667,"Midtown",79,364,NULL,28756
34835762,"Prince's Bay",1250,23,NULL,28750
25922026,"Financial District",169,170,NULL,28730
327778,"Kips Bay",106,271,"0.14",28726
30375328,"Crown Heights",80,359,NULL,28720
25725858,"Bedford-Stuyvesant",87,330,"0.32",28710
6290988,"Fort Greene",120,239,"0.17",28680
843003,"Astoria",107,268,"0.19",28676
6860656,"Harlem",185,155,"0.33",28675
6476333,"East Harlem",105,273,"0.1",28665
5756476,"Kips Bay",150,191,"0.4",28650
35975000,"Flushing",80,358,NULL,28640
15532430,"Midland Beach",80,358,"0.22",28640
14467915,"Crown Heights",80,358,NULL,28640
10030920,"Gramercy",115,249,NULL,28635
20386575,"East New York",159,180,"0.31",28620
33558307,"Astoria",98,292,"0.31",28616
313890,"Lower East Side",99,289,"0.34",28611
33135950,"Flatbush",110,260,"0.28",28600
10609249,"Midtown",325,88,"0.23",28600
74333,"East Harlem",113,253,"0.27",28589
36216103,"Long Island City",89,321,NULL,28569
318187,"Bushwick",120,238,"0.48",28560
5541897,"Upper West Side",140,204,"0.22",28560
9445342,"Hell's Kitchen",80,357,"0.24",28560
11006093,"SoHo",150,190,"0.22",28500
13361785,"Williamsburg",250,114,"0.18",28500
32892634,"Williamsburg",300,95,NULL,28500
34838171,"Greenpoint",250,114,NULL,28500
1048190,"Bedford-Stuyvesant",139,205,"0.38",28495
548133,"Clinton Hill",135,211,"0.4",28485
6601194,"Williamsburg",80,356,"0.38",28480
11043970,"Hell's Kitchen",80,356,"0.07",28480
15986677,"Lower East Side",78,365,"0.23",28470
15582426,"Jamaica",159,179,NULL,28461
32636982,"Parkchester",93,306,"0.23",28458
30824804,"Bedford-Stuyvesant",180,158,"0.24",28440
29780863,"Chelsea",180,158,"0.31",28440
35883107,"Hell's Kitchen",299,95,NULL,28405
5659204,"Washington Heights",78,364,NULL,28392
26789136,"Bedford-Stuyvesant",170,167,"0.44",28390
15147021,"Williamsburg",151,188,"0.41",28388
811450,"Bedford-Stuyvesant",79,359,"0.02",28361
30567518,"Crown Heights",79,359,NULL,28361
34946870,"Upper East Side",210,135,NULL,28350
28907,"Upper East Side",150,189,"0.19",28350
24575718,"East Elmhurst",78,363,"0.41",28314
34485738,"Theater District",100,283,NULL,28300
4392351,"Kips Bay",87,325,"0.09",28275
30531246,"Williamsburg",90,314,"0.45",28260
6798068,"Williamsburg",102,277,"0.2",28254
28992146,"Hell's Kitchen",125,226,"0.34",28250
19554491,"Prospect Heights",340,83,NULL,28220
15659791,"Midtown",95,297,NULL,28215
7070947,"Chinatown",89,317,"0.18",28213
2115611,"Windsor Terrace",130,217,"0.26",28210
18357865,"Upper West Side",150,188,"0.04",28200
18520516,"Williamsburg",300,94,"0.44",28200
1189225,"Hell's Kitchen",150,188,"0.1",28200
33467309,"Williamsburg",120,235,NULL,28200
11752905,"Midtown",150,188,"0.18",28200
12421102,"Crown Heights",150,188,"0.03",28200
105510,"Crown Heights",100,282,"0.16",28200
14723697,"Astoria",117,241,"0.23",28197
21024098,"Midtown",175,161,"0.15",28175
11619987,"Little Italy",175,161,"0.16",28175
13674349,"Bedford-Stuyvesant",149,189,"0.08",28161
35875685,"Harlem",80,352,NULL,28160
36100930,"Boerum Hill",190,148,NULL,28120
352651,"Prospect-Lefferts Gardens",77,365,"0.13",28105
30015813,"Gowanus",77,365,NULL,28105
249867,"Bedford-Stuyvesant",100,281,"0.08",28100
865355,"Harlem",90,312,"0.48",28080
35954804,"Williamsburg",80,351,NULL,28080
17554981,"Upper West Side",130,216,"0.08",28080
36271603,"Prospect-Lefferts Gardens",199,141,NULL,28059
11668469,"Rockaway Beach",85,330,"0.38",28050
24606641,"Randall Manor",79,355,"0.3",28045
506527,"Astoria",107,262,"0.29",28034
9319688,"Astoria",77,364,"0.07",28028
16041091,"Upper West Side",175,160,"0.14",28000
33148781,"Brighton Beach",80,350,NULL,28000
2723019,"Prospect-Lefferts Gardens",90,311,"0.08",27990
25166331,"Theater District",337,83,NULL,27971
20997574,"Nolita",325,86,"0.37",27950
27628302,"Arverne",130,215,NULL,27950
5857519,"Harlem",86,325,"0.17",27950
1914461,"East Harlem",90,310,"0.11",27900
2571224,"Williamsburg",90,310,"0.14",27900
17233611,"Gramercy",300,93,NULL,27900
21331808,"Williamsburg",90,310,"0.24",27900
29702562,"Upper East Side",195,143,"0.16",27885
36072357,"Bedford-Stuyvesant",170,164,NULL,27880
34116007,"Hell's Kitchen",199,140,NULL,27860
24022079,"Bensonhurst",120,232,NULL,27840
262478,"Lower East Side",80,348,"0.46",27840
2817967,"Upper East Side",105,265,"0.09",27825
818325,"Kips Bay",148,188,"0.37",27824
32557722,"Greenwich Village",130,214,NULL,27820
35379899,"Crown Heights",100,278,NULL,27800
15234755,"Upper West Side",200,139,"0.28",27800
266351,"Fort Greene",147,189,"0.12",27783
34705589,"Greenwich Village",250,111,NULL,27750
514457,"Bedford-Stuyvesant",150,185,"0.17",27750
35966672,"Tribeca",380,73,NULL,27740
36208936,"Crown Heights",167,166,NULL,27722
28432700,"Flatbush",120,231,"0.31",27720
30155455,"Washington Heights",120,231,"0.16",27720
850712,"Greenwich Village",120,231,"0.27",27720
11544577,"Washington Heights",110,252,"0.18",27720
1166398,"Bushwick",99,280,"0.25",27720
15341,"SoHo",180,154,"0.3",27720
4948928,"Hell's Kitchen",80,346,"0.15",27680
34485281,"SoHo",100,276,NULL,27600
26770045,"Williamsburg",120,230,"0.43",27600
265831,"Nolita",310,89,"0.09",27590
20193058,"Bedford-Stuyvesant",122,226,"0.3",27572
28514974,"Williamsburg",130,212,"0.32",27560
9844805,"Williamsburg",290,95,"0.04",27550
20698477,"Upper East Side",90,306,"0.25",27540
31623508,"Bushwick",135,204,NULL,27540
1731969,"Upper East Side",99,278,"0.42",27522
23034152,"Upper West Side",125,220,"0.34",27500
33930883,"East Harlem",500,55,NULL,27500
7973484,"Upper East Side",115,239,"0.27",27485
11850900,"Williamsburg",175,157,"0.16",27475
32527273,"Greenwich Village",175,157,NULL,27475
34478114,"East Village",175,157,NULL,27475
9792323,"Midtown",83,331,"0.09",27473
35670919,"Bushwick",80,343,NULL,27440
1843955,"Midtown",280,98,"0.34",27440
6678277,"Murray Hill",145,189,"0.05",27405
34711204,"Midtown",100,274,NULL,27400
18341576,"Harlem",110,249,"0.12",27390
1325472,"Washington Heights",82,334,"0.1",27388
29243359,"Upper East Side",75,365,"0.12",27375
34233572,"Flushing",75,365,NULL,27375
34907385,"Bellerose",75,365,NULL,27375
30144337,"Sunset Park",75,365,"0.15",27375
1018181,"Prospect-Lefferts Gardens",75,365,"0.11",27375
778381,"Bedford-Stuyvesant",75,365,"0.36",27375
28868139,"Flushing",75,365,NULL,27375
13170687,"Bayside",75,365,NULL,27375
1571455,"Woodside",75,365,"0.4",27375
4263880,"Crown Heights",75,365,"0.43",27375
270681,"Williamsburg",75,365,"0.06",27375
277207,"Greenpoint",75,365,"0.25",27375
36312667,"East Village",75,365,NULL,27375
2223628,"Kingsbridge",75,365,"0.2",27375
158290,"Clinton Hill",75,365,"0.44",27375
31225319,"Eastchester",75,365,"0.37",27375
33809888,"Upper East Side",75,365,NULL,27375
34665824,"East Harlem",75,365,NULL,27375
9738193,"Bushwick",75,365,"0.12",27375
154934,"Harlem",75,365,"0.42",27375
16058082,"Morris Heights",75,365,"0.32",27375
4514042,"Bushwick",80,342,"0.34",27360
32975416,"Bushwick",80,342,NULL,27360
843491,"Flushing",80,342,"0.17",27360
21377493,"Bedford-Stuyvesant",160,171,NULL,27360
16314871,"Bedford-Stuyvesant",80,342,"0.48",27360
31773898,"SoHo",80,342,"0.25",27360
31517508,"Crown Heights",80,342,NULL,27360
27285454,"Woodhaven",80,342,"0.36",27360
2773754,"Windsor Terrace",97,282,"0.12",27354
36066113,"Long Island City",79,346,NULL,27334
2260595,"East Village",112,244,"0.34",27328
36384760,"Chelsea",215,127,NULL,27305
65813,"Harlem",75,364,"0.26",27300
18924446,"Elmhurst",75,364,"0.46",27300
31775512,"Bedford-Stuyvesant",75,364,NULL,27300
8190747,"Woodside",75,364,"0.04",27300
13070577,"Williamsburg",350,78,"0.14",27300
36482416,"East Harlem",75,364,NULL,27300
26473544,"Bushwick",75,364,"0.36",27300
35352188,"Jamaica",75,364,NULL,27300
30395680,"East Flatbush",75,364,NULL,27300
35465165,"Chelsea",350,78,NULL,27300
18372104,"Upper West Side",220,124,"0.16",27280
32503539,"Bushwick",80,341,NULL,27280
20440757,"East Flatbush",80,341,"0.45",27280
920930,"Bedford-Stuyvesant",145,188,"0.39",27260
257097,"Bedford-Stuyvesant",125,218,"0.33",27250
1798500,"Co-op City",75,363,"0.46",27225
26062650,"Rockaway Beach",75,363,"0.11",27225
28135996,"East Elmhurst",75,363,"0.1",27225
36001548,"Westchester Square",75,363,NULL,27225
22189962,"Kew Gardens",80,340,"0.05",27200
19314011,"Midtown",185,147,"0.16",27195
7112684,"Williamsburg",90,302,"0.15",27180
22529131,"Lower East Side",180,151,"0.16",27180
712136,"Concord",75,362,"0.44",27150
12619450,"Kensington",75,362,"0.26",27150
36243764,"Flushing",75,362,NULL,27150
6169897,"Harlem",75,362,NULL,27150
7132891,"Bushwick",75,362,"0.46",27150
35456208,"Harlem",89,305,NULL,27145
33012494,"Williamsburg",89,305,NULL,27145
21666958,"Financial District",80,339,"0.32",27120
15971062,"Harlem",80,339,"0.28",27120
34485702,"Midtown",100,271,NULL,27100
22338304,"Kips Bay",100,271,"0.45",27100
18942358,"Park Slope",105,258,"0.2",27090
1869685,"Bedford-Stuyvesant",90,301,"0.35",27090
32592405,"Longwood",75,361,NULL,27075
19114447,"Crown Heights",188,144,"0.45",27072
3121851,"Hell's Kitchen",87,311,"0.2",27057
6603756,"Harlem",81,334,"0.41",27054
212109,"West Village",80,338,"0.2",27040
30094688,"Bedford-Stuyvesant",151,179,"0.13",27029
35706482,"Williamsburg",79,342,NULL,27018
8815120,"East New York",100,270,NULL,27000
17383253,"Upper West Side",135,200,"0.21",27000
35367758,"Flatbush",150,180,NULL,27000
18812153,"Murray Hill",150,180,"0.18",27000
4182568,"Williamsburg",150,180,"0.21",27000
3848431,"Harlem",120,225,"0.11",27000
18768741,"Murray Hill",150,180,"0.14",27000
35431400,"Greenwich Village",150,180,NULL,27000
15758526,"Williamsburg",450,60,"0.49",27000
18683879,"Murray Hill",150,180,"0.2",27000
20761404,"Hell's Kitchen",100,270,"0.21",27000
16466819,"Midtown",83,325,NULL,26975
27281794,"Williamsburg",87,310,NULL,26970
27370912,"Williamsburg",310,87,NULL,26970
27282297,"Williamsburg",87,310,NULL,26970
35841507,"Williamsburg",175,154,NULL,26950
24260247,"Flatbush",350,77,"0.38",26950
23461056,"Upper West Side",77,350,NULL,26950
21353639,"Inwood",85,317,NULL,26945
36382381,"Astoria",75,359,NULL,26925
14278418,"Williamsburg",75,359,"0.35",26925
17793180,"Bushwick",100,269,"0.09",26900
30708281,"Harlem",165,163,NULL,26895
1105845,"Chelsea",160,168,"0.07",26880
15181459,"Theater District",160,168,"0.19",26880
11590055,"Midtown",215,125,"0.06",26875
11850782,"Harlem",74,363,"0.08",26862
7113393,"Williamsburg",85,316,"0.14",26860
4343956,"Morningside Heights",107,251,"0.47",26857
298854,"Williamsburg",75,358,NULL,26850
22276602,"Williamsburg",150,179,"0.32",26850
7054797,"Springfield Gardens",150,179,"0.19",26850
18051607,"Sunset Park",150,179,"0.08",26850
16776959,"Bay Ridge",75,358,"0.09",26850
36117267,"Richmond Hill",150,179,NULL,26850
27200105,"Bedford-Stuyvesant",150,179,"0.09",26850
24853574,"Upper West Side",150,179,"0.43",26850
28540618,"Little Italy",150,179,"0.32",26850
5070378,"Williamsburg",150,179,"0.03",26850
32743787,"Bedford-Stuyvesant",150,179,NULL,26850
15715486,"Williamsburg",150,179,"0.09",26850
30394518,"Financial District",189,142,"0.21",26838
1220548,"Richmond Hill",90,298,"0.46",26820
34337805,"Ridgewood",149,180,NULL,26820
6477272,"Astoria",155,173,"0.11",26815
7801783,"East Village",200,134,"0.13",26800
4809346,"Clinton Hill",80,335,"0.04",26800
31436066,"Kensington",100,268,"0.43",26800
4235620,"Flushing",100,268,"0.16",26800
949713,"Gowanus",400,67,"0.39",26800
6766259,"Astoria",75,357,"0.22",26775
972426,"Williamsburg",98,273,"0.09",26754
34629692,"Lower East Side",250,107,NULL,26750
4130266,"Bedford-Stuyvesant",86,311,"0.19",26746
35281731,"Brooklyn Heights",399,67,NULL,26733
20607505,"Midtown",82,326,NULL,26732
4822181,"Upper East Side",99,270,"0.28",26730
29908325,"Jamaica",83,322,"0.27",26726
28129668,"Cypress Hills",160,167,"0.29",26720
26924800,"Bedford-Stuyvesant",79,338,"0.19",26702
36341389,"Bedford-Stuyvesant",75,356,NULL,26700
32260219,"Elmhurst",300,89,"0.21",26700
7618832,"Nolita",300,89,"0.09",26700
20257297,"Civic Center",300,89,NULL,26700
1228561,"Fort Greene",142,188,"0.11",26696
5918053,"SoHo",142,188,"0.16",26696
13567393,"Upper West Side",95,281,"0.05",26695
29481874,"Ditmars Steinway",170,157,NULL,26690
17037,"East Village",230,116,"0.43",26680
35840369,"St. George",78,342,NULL,26676
35797061,"Midtown",199,134,NULL,26666
32503167,"Lower East Side",86,310,NULL,26660
3281606,"Harlem",155,172,"0.23",26660
31409073,"Harlem",86,310,"0.42",26660
7955889,"Harlem",73,365,"0.29",26645
32347622,"Murray Hill",321,83,NULL,26643
12511986,"Harlem",90,296,"0.22",26640
9571665,"Williamsburg",75,355,"0.49",26625
8951315,"East Flatbush",75,355,"0.33",26625
2576750,"Bay Ridge",125,213,NULL,26625
29990168,"Bushwick",85,313,"0.44",26605
32572192,"Greenpoint",350,76,NULL,26600
5847793,"Ridgewood",100,266,NULL,26600
34485284,"SoHo",100,266,NULL,26600
22274854,"East Village",140,190,"0.22",26600
32552274,"Lower East Side",73,364,NULL,26572
34113802,"East Village",73,364,NULL,26572
33984685,"Williamsburg",73,364,NULL,26572
19103027,"Astoria",74,359,NULL,26566
10612199,"Harlem",80,332,"0.28",26560
18389694,"Lower East Side",142,187,"0.07",26554
36129014,"Crown Heights",150,177,NULL,26550
33627366,"Bedford-Stuyvesant",150,177,NULL,26550
20245126,"Crown Heights",150,177,"0.09",26550
28136772,"Upper East Side",150,177,NULL,26550
11014346,"Crown Heights",75,354,"0.47",26550
4031297,"Greenwich Village",99,268,"0.36",26532
36213323,"Long Island City",89,298,NULL,26522
32544596,"Bushwick",85,312,"0.25",26520
36439761,"Chelsea",155,171,NULL,26505
8883877,"East Village",500,53,NULL,26500
27203347,"Bedford-Stuyvesant",500,53,"0.13",26500
1114788,"Ditmars Steinway",73,363,"0.13",26499
6085932,"Prospect-Lefferts Gardens",80,331,"0.22",26480
36482809,"East Harlem",75,353,NULL,26475
6501082,"Williamsburg",395,67,"0.32",26465
11543453,"Washington Heights",85,311,"0.17",26435
22001385,"Two Bridges",85,311,"0.11",26435
36409084,"Chelsea",75,352,NULL,26400
838070,"Sunset Park",150,176,"0.17",26400
17830470,"Crown Heights",275,96,"0.26",26400
479285,"Sunnyside",80,330,"0.01",26400
36113332,"Midwood",80,330,NULL,26400
9461669,"Park Slope",75,352,"0.33",26400
35010481,"Williamsburg",150,176,NULL,26400
36199090,"City Island",600,44,NULL,26400
20981701,"Bushwick",75,352,"0.14",26400
3623158,"East Harlem",75,352,"0.04",26400
36260895,"Murray Hill",400,66,NULL,26400
26839660,"Upper East Side",200,132,NULL,26400
34922682,"Midtown",550,48,NULL,26400
34816483,"Washington Heights",300,88,NULL,26400
36148417,"Rockaway Beach",159,166,NULL,26394
36455584,"East Village",159,166,NULL,26394
34895344,"Hell's Kitchen",229,115,NULL,26335
18485922,"Jackson Heights",135,195,"0.11",26325
334781,"Harlem",80,329,"0.21",26320
3595574,"Prospect Heights",129,204,"0.25",26316
1476484,"Nolita",299,88,"0.37",26312
34154569,"Woodside",79,333,NULL,26307
25590224,"Harlem",100,263,"0.1",26300
1442450,"Bedford-Stuyvesant",72,365,NULL,26280
