"id","neighbourhood_group","neighbourhood","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","availability_365"
35634364,"Brooklyn","Williamsburg","Private room",40,3,0,NULL,34
35635711,"Manhattan","Kips Bay","Entire home/apt",300,4,0,NULL,77
35635841,"Manhattan","Kips Bay","Entire home/apt",800,2,0,NULL,254
35638345,"Manhattan","Hell's Kitchen","Shared room",400,2,0,NULL,26
35638944,"Queens","Bellerose","Entire home/apt",240,2,0,NULL,159
35639073,"Manhattan","Hell's Kitchen","Shared room",400,2,0,NULL,23
35639950,"Brooklyn","Bushwick","Shared room",49,30,0,NULL,365
35640594,"Brooklyn","Williamsburg","Shared room",35,30,0,NULL,341
35641231,"Manhattan","Hell's Kitchen","Shared room",400,2,0,NULL,166
35642392,"Manhattan","East Village","Entire home/apt",250,4,0,NULL,4
35643772,"Brooklyn","Flatbush","Entire home/apt",90,2,0,NULL,10
35643807,"Manhattan","Harlem","Private room",100,1,0,NULL,341
35644433,"Brooklyn","Williamsburg","Entire home/apt",200,2,0,NULL,14
35644555,"Manhattan","Harlem","Private room",125,2,0,NULL,125
35644795,"Brooklyn","Fort Greene","Shared room",50,1,0,NULL,347
35646056,"Manhattan","East Village","Entire home/apt",295,5,0,NULL,268
35646392,"Manhattan","Midtown","Private room",358,1,0,NULL,349
35646472,"Manhattan","Upper West Side","Entire home/apt",89,10,0,NULL,53
35646539,"Manhattan","Midtown","Private room",358,1,0,NULL,353
35649754,"Manhattan","Hell's Kitchen","Entire home/apt",150,1,0,NULL,2
35651376,"Brooklyn","Sunset Park","Entire home/apt",180,4,0,NULL,12
35651982,"Manhattan","Inwood","Private room",59,1,0,NULL,357
35653043,"Manhattan","Midtown","Private room",350,2,0,NULL,38
35653871,"Manhattan","Kips Bay","Private room",95,15,0,NULL,89
35654692,"Manhattan","Murray Hill","Entire home/apt",299,6,0,NULL,57
35654798,"Bronx","Claremont Village","Private room",55,3,0,NULL,140
35657662,"Manhattan","Chinatown","Entire home/apt",200,1,0,NULL,312
35658458,"Manhattan","Lower East Side","Entire home/apt",200,3,0,NULL,270
35660065,"Brooklyn","Bushwick","Shared room",32,30,0,NULL,330
35661889,"Brooklyn","Bushwick","Private room",58,30,0,NULL,340
35662019,"Manhattan","Hell's Kitchen","Private room",63,31,0,NULL,250
35664876,"Brooklyn","Bushwick","Shared room",45,30,0,NULL,302
35667738,"Brooklyn","Bushwick","Shared room",31,30,0,NULL,333
35668212,"Brooklyn","Bushwick","Shared room",35,30,0,NULL,357
35669284,"Brooklyn","Bushwick","Private room",72,30,0,NULL,341
35669345,"Brooklyn","Bedford-Stuyvesant","Shared room",34,30,0,NULL,341
35669975,"Manhattan","Midtown","Entire home/apt",300,30,0,NULL,155
35670657,"Brooklyn","Crown Heights","Entire home/apt",100,7,0,NULL,146
35670919,"Brooklyn","Bushwick","Private room",80,30,0,NULL,343
35671265,"Manhattan","Upper East Side","Entire home/apt",130,3,0,NULL,42
35671794,"Brooklyn","Bedford-Stuyvesant","Private room",100,1,0,NULL,178
35671998,"Queens","Jamaica Estates","Entire home/apt",219,2,0,NULL,359
35672353,"Bronx","Highbridge","Private room",65,2,0,NULL,296
35672777,"Manhattan","Lower East Side","Entire home/apt",297,20,0,NULL,276
35675069,"Brooklyn","Bedford-Stuyvesant","Private room",60,1,0,NULL,171
35675859,"Manhattan","Washington Heights","Entire home/apt",235,1,0,NULL,338
35676024,"Brooklyn","Kensington","Private room",67,1,0,NULL,31
35676573,"Brooklyn","Williamsburg","Entire home/apt",226,2,0,NULL,328
35676738,"Brooklyn","Sheepshead Bay","Private room",25,1,0,NULL,178
35677001,"Manhattan","Hell's Kitchen","Entire home/apt",350,5,0,NULL,87
35677349,"Brooklyn","Williamsburg","Entire home/apt",275,3,0,NULL,362
35678147,"Brooklyn","Bushwick","Private room",65,3,0,NULL,364
35678273,"Bronx","Fordham","Private room",39,3,0,NULL,170
35679614,"Manhattan","East Village","Private room",85,1,0,NULL,23
35679813,"Brooklyn","Crown Heights","Private room",60,20,0,NULL,38
35679935,"Queens","Briarwood","Entire home/apt",300,2,0,NULL,12
35680258,"Brooklyn","Red Hook","Entire home/apt",130,2,0,NULL,79
35680818,"Manhattan","SoHo","Private room",75,14,0,NULL,133
35681112,"Brooklyn","Bedford-Stuyvesant","Private room",75,2,0,NULL,14
35681619,"Brooklyn","Williamsburg","Entire home/apt",295,2,0,NULL,300
35682486,"Manhattan","Upper East Side","Private room",125,1,0,NULL,20
35682980,"Brooklyn","Williamsburg","Entire home/apt",395,2,0,NULL,351
35683012,"Brooklyn","Williamsburg","Entire home/apt",450,2,0,NULL,345
35683489,"Brooklyn","Williamsburg","Entire home/apt",500,3,0,NULL,362
35683776,"Staten Island","St. George","Private room",42,1,0,NULL,87
35684442,"Manhattan","Harlem","Private room",50,30,0,NULL,338
35684596,"Queens","Maspeth","Private room",49,1,0,NULL,321
35686679,"Queens","Forest Hills","Entire home/apt",250,5,0,NULL,53
35686816,"Brooklyn","Clinton Hill","Entire home/apt",125,3,0,NULL,31
35687199,"Queens","Ditmars Steinway","Private room",80,1,0,NULL,19
35688219,"Brooklyn","East Flatbush","Entire home/apt",98,1,0,NULL,88
35688424,"Brooklyn","Bedford-Stuyvesant","Private room",105,2,0,NULL,17
35691113,"Manhattan","Two Bridges","Entire home/apt",285,2,0,NULL,338
35693860,"Brooklyn","Clinton Hill","Private room",60,1,0,NULL,9
35699079,"Manhattan","Harlem","Entire home/apt",91,1,0,NULL,50
35699567,"Queens","Jackson Heights","Private room",99,2,0,NULL,90
35700408,"Manhattan","East Harlem","Entire home/apt",130,3,0,NULL,38
35702658,"Brooklyn","Bedford-Stuyvesant","Private room",69,2,0,NULL,0
35703509,"Queens","Sunnyside","Shared room",30,3,0,NULL,360
35703583,"Brooklyn","South Slope","Entire home/apt",195,4,0,NULL,39
35704185,"Brooklyn","Clinton Hill","Entire home/apt",125,2,0,NULL,37
35704999,"Manhattan","Hell's Kitchen","Entire home/apt",300,1,0,NULL,334
35706068,"Queens","Long Island City","Entire home/apt",2000,1,0,NULL,365
35706150,"Queens","Sunnyside","Shared room",30,3,0,NULL,351
35706482,"Brooklyn","Williamsburg","Private room",79,1,0,NULL,342
35706862,"Brooklyn","Williamsburg","Entire home/apt",80,1,0,NULL,2
35707070,"Brooklyn","Williamsburg","Private room",115,1,0,NULL,90
35707474,"Queens","Sunnyside","Private room",89,1,0,NULL,365
35707776,"Queens","Sunnyside","Shared room",30,3,0,NULL,360
35707820,"Manhattan","Midtown","Entire home/apt",150,1,0,NULL,223
35707944,"Brooklyn","Williamsburg","Entire home/apt",80,1,0,NULL,1
35708459,"Brooklyn","Bedford-Stuyvesant","Private room",43,3,0,NULL,320
35709113,"Manhattan","Hell's Kitchen","Entire home/apt",300,1,0,NULL,350
35709724,"Manhattan","Midtown","Entire home/apt",250,1,0,NULL,360
35709875,"Brooklyn","Williamsburg","Entire home/apt",400,3,0,NULL,359
35709924,"Queens","Woodhaven","Entire home/apt",145,3,0,NULL,8
35710204,"Brooklyn","Midwood","Private room",140,1,0,NULL,364
35710560,"Queens","Woodhaven","Private room",60,3,0,NULL,50
35710684,"Manhattan","Midtown","Entire home/apt",145,1,0,NULL,310
35710939,"Manhattan","Hell's Kitchen","Entire home/apt",300,1,0,NULL,342
35710965,"Queens","Astoria","Private room",95,1,0,NULL,355
35711402,"Brooklyn","Brownsville","Entire home/apt",100,2,0,NULL,53
35711535,"Queens","Woodhaven","Private room",60,3,0,NULL,41
35711784,"Manhattan","Hell's Kitchen","Entire home/apt",250,1,0,NULL,360
35711828,"Manhattan","Hell's Kitchen","Private room",150,1,0,NULL,365
35712642,"Manhattan","Hell's Kitchen","Private room",150,1,0,NULL,362
35712883,"Brooklyn","Bedford-Stuyvesant","Shared room",90,3,0,NULL,38
35713130,"Manhattan","Hell's Kitchen","Entire home/apt",300,1,0,NULL,362
35713295,"Manhattan","East Harlem","Entire home/apt",150,4,0,NULL,35
35713310,"Manhattan","Midtown","Private room",300,1,0,NULL,321
35713334,"Manhattan","Midtown","Private room",250,1,0,NULL,306
35713354,"Manhattan","Midtown","Private room",300,1,0,NULL,317
35715382,"Brooklyn","Bedford-Stuyvesant","Shared room",115,1,0,NULL,89
35715791,"Manhattan","Harlem","Private room",80,1,0,NULL,127
35716084,"Queens","Woodside","Private room",49,2,0,NULL,177
35716452,"Brooklyn","East Flatbush","Entire home/apt",200,3,0,NULL,324
35717310,"Brooklyn","Williamsburg","Entire home/apt",200,10,0,NULL,27
35717406,"Manhattan","East Harlem","Private room",70,1,0,NULL,314
35717409,"Queens","Sunnyside","Shared room",30,3,0,NULL,359
35717508,"Manhattan","Nolita","Entire home/apt",249,3,0,NULL,85
35717719,"Manhattan","Upper West Side","Entire home/apt",400,2,0,NULL,15
35718147,"Brooklyn","East New York","Private room",45,1,0,NULL,365
35719162,"Manhattan","Lower East Side","Entire home/apt",400,5,0,NULL,173
35720262,"Queens","Long Island City","Private room",149,2,0,NULL,23
35721596,"Queens","Long Island City","Private room",125,1,0,NULL,358
35726476,"Brooklyn","Brighton Beach","Private room",120,1,0,NULL,252
35727309,"Manhattan","Hell's Kitchen","Entire home/apt",299,3,0,NULL,237
35728246,"Brooklyn","Flatlands","Entire home/apt",195,2,0,NULL,80
35728640,"Brooklyn","East Flatbush","Private room",101,1,0,NULL,116
35729630,"Manhattan","Harlem","Private room",90,1,0,NULL,121
35734363,"Manhattan","Upper East Side","Entire home/apt",400,14,0,NULL,25
35734937,"Queens","Long Island City","Private room",59,1,0,NULL,351
35735657,"Manhattan","Midtown","Entire home/apt",290,1,0,NULL,286
35736834,"Brooklyn","Bushwick","Private room",60,2,0,NULL,20
35737107,"Bronx","Kingsbridge","Private room",80,4,0,NULL,87
35737368,"Manhattan","Nolita","Private room",95,7,0,NULL,125
35738384,"Brooklyn","Bushwick","Entire home/apt",225,2,0,NULL,161
35738942,"Queens","Sunnyside","Entire home/apt",150,5,0,NULL,359
35738953,"Brooklyn","Downtown Brooklyn","Private room",90,1,0,NULL,189
35740337,"Manhattan","Midtown","Entire home/apt",249,2,0,NULL,253
35740429,"Manhattan","Murray Hill","Entire home/apt",399,5,0,NULL,208
35740468,"Manhattan","Midtown","Entire home/apt",380,1,0,NULL,364
35740661,"Manhattan","Hell's Kitchen","Entire home/apt",399,3,0,NULL,218
35740716,"Queens","Jamaica","Entire home/apt",79,1,0,NULL,167
35740944,"Brooklyn","Flatlands","Entire home/apt",649,1,0,NULL,64
35741268,"Manhattan","Midtown","Entire home/apt",380,2,0,NULL,2
35742470,"Manhattan","Midtown","Entire home/apt",450,1,0,NULL,65
35742633,"Brooklyn","Bushwick","Entire home/apt",198,30,0,NULL,179
35742909,"Brooklyn","Greenpoint","Private room",200,4,0,NULL,365
35743508,"Queens","Ridgewood","Entire home/apt",195,18,0,NULL,347
35745348,"Manhattan","West Village","Private room",125,2,0,NULL,180
35745881,"Queens","Astoria","Private room",70,7,0,NULL,222
35752161,"Manhattan","East Harlem","Entire home/apt",115,2,0,NULL,3
35754614,"Manhattan","Chelsea","Entire home/apt",200,4,0,NULL,31
35756536,"Manhattan","Lower East Side","Entire home/apt",280,2,0,NULL,17
35757257,"Manhattan","Hell's Kitchen","Entire home/apt",379,3,0,NULL,333
35762030,"Manhattan","Morningside Heights","Private room",70,30,0,NULL,328
35762202,"Brooklyn","Flatlands","Entire home/apt",80,2,0,NULL,65
35763126,"Manhattan","Chelsea","Entire home/apt",260,5,0,NULL,17
35766431,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",100,3,0,NULL,28
35766933,"Brooklyn","East Flatbush","Private room",80,7,0,NULL,365
35767582,"Manhattan","Gramercy","Private room",85,2,0,NULL,12
35767632,"Brooklyn","Red Hook","Entire home/apt",100,1,0,NULL,43
35767995,"Brooklyn","Bedford-Stuyvesant","Private room",75,2,0,NULL,88
35768335,"Brooklyn","Bushwick","Private room",55,2,0,NULL,5
35768373,"Queens","Elmhurst","Private room",99,1,0,NULL,161
35768873,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",300,2,0,NULL,275
35770104,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",350,5,0,NULL,22
35771605,"Brooklyn","Clinton Hill","Private room",70,3,0,NULL,25
35771989,"Brooklyn","Clinton Hill","Private room",80,7,0,NULL,37
35772228,"Brooklyn","East Flatbush","Shared room",33,31,0,NULL,41
35772999,"Manhattan","Chelsea","Entire home/apt",350,3,0,NULL,328
35773859,"Brooklyn","Prospect-Lefferts Gardens","Private room",100,10,0,NULL,59
35776956,"Queens","Long Island City","Private room",46,1,0,NULL,6
35777392,"Brooklyn","Kensington","Private room",86,2,0,NULL,365
35783942,"Manhattan","East Village","Private room",66,3,0,NULL,9
35788042,"Manhattan","East Harlem","Private room",150,1,0,NULL,7
35788732,"Queens","Astoria","Entire home/apt",135,3,0,NULL,227
35789093,"Queens","Astoria","Entire home/apt",120,3,0,NULL,105
35789987,"Brooklyn","Crown Heights","Entire home/apt",120,1,0,NULL,14
35790090,"Manhattan","Chelsea","Entire home/apt",89,2,0,NULL,37
35790417,"Queens","Astoria","Entire home/apt",135,3,0,NULL,109
35791289,"Manhattan","Upper West Side","Private room",43,10,0,NULL,128
35791325,"Manhattan","Greenwich Village","Entire home/apt",500,4,0,NULL,74
35792968,"Queens","Long Island City","Entire home/apt",139,3,0,NULL,105
35793693,"Manhattan","Financial District","Entire home/apt",180,29,0,NULL,342
35793784,"Manhattan","Financial District","Entire home/apt",270,29,0,NULL,350
35793925,"Brooklyn","Flatbush","Private room",70,3,0,NULL,38
35794273,"Brooklyn","Bushwick","Private room",130,1,0,NULL,365
35794415,"Manhattan","Kips Bay","Entire home/apt",650,1,0,NULL,302
35795510,"Brooklyn","Bushwick","Entire home/apt",120,3,0,NULL,177
35795817,"Manhattan","Midtown","Entire home/apt",220,30,0,NULL,343
35795970,"Manhattan","Midtown","Entire home/apt",190,30,0,NULL,365
35796194,"Manhattan","Nolita","Entire home/apt",189,4,0,NULL,317
35797061,"Manhattan","Midtown","Entire home/apt",199,7,0,NULL,134
35798549,"Manhattan","Midtown","Entire home/apt",145,3,0,NULL,62
35798611,"Brooklyn","Downtown Brooklyn","Private room",100,2,0,NULL,365
35798701,"Manhattan","Midtown","Entire home/apt",180,28,0,NULL,338
35799445,"Manhattan","Hell's Kitchen","Entire home/apt",190,30,0,NULL,353
35799708,"Manhattan","Hell's Kitchen","Entire home/apt",190,30,0,NULL,267
35799984,"Brooklyn","East Flatbush","Private room",70,1,0,NULL,325
35800046,"Manhattan","Upper East Side","Entire home/apt",1100,4,0,NULL,270
35800182,"Manhattan","Hell's Kitchen","Entire home/apt",190,30,0,NULL,348
35800352,"Queens","Flushing","Private room",49,4,0,NULL,63
35800448,"Manhattan","Hell's Kitchen","Entire home/apt",190,30,0,NULL,354
35800764,"Manhattan","Upper East Side","Entire home/apt",340,30,0,NULL,332
35800768,"Manhattan","Hell's Kitchen","Entire home/apt",300,30,0,NULL,310
35800903,"Manhattan","Hell's Kitchen","Entire home/apt",300,30,0,NULL,310
35801208,"Brooklyn","Williamsburg","Entire home/apt",101,4,0,NULL,27
35801421,"Manhattan","Hell's Kitchen","Entire home/apt",190,30,0,NULL,311
35803121,"Brooklyn","Greenpoint","Private room",50,3,0,NULL,0
35803557,"Manhattan","Harlem","Private room",80,2,0,NULL,15
35803740,"Manhattan","Upper East Side","Entire home/apt",200,30,0,NULL,365
35804587,"Bronx","Williamsbridge","Private room",55,2,0,NULL,35
35804885,"Brooklyn","Crown Heights","Entire home/apt",100,2,0,NULL,87
35805094,"Brooklyn","Bushwick","Private room",60,7,0,NULL,24
35805262,"Manhattan","Hell's Kitchen","Entire home/apt",225,2,0,NULL,270
35805474,"Brooklyn","Williamsburg","Entire home/apt",199,5,0,NULL,213
35807159,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",100,4,0,NULL,0
35807376,"Manhattan","Harlem","Entire home/apt",225,3,0,NULL,235
35807411,"Queens","Ridgewood","Private room",50,1,0,NULL,67
35807543,"Queens","Rockaway Beach","Entire home/apt",250,2,0,NULL,52
35808103,"Manhattan","Upper West Side","Entire home/apt",350,4,0,NULL,324
35808316,"Manhattan","Battery Park City","Entire home/apt",199,1,0,NULL,43
35808498,"Manhattan","Upper East Side","Entire home/apt",350,4,0,NULL,337
35809169,"Brooklyn","Greenpoint","Entire home/apt",199,14,0,NULL,21
35809258,"Brooklyn","Crown Heights","Entire home/apt",169,4,0,NULL,324
35817430,"Brooklyn","Williamsburg","Entire home/apt",159,14,0,NULL,345
35822763,"Brooklyn","Crown Heights","Private room",85,2,0,NULL,363
35823611,"Manhattan","East Village","Entire home/apt",145,4,0,NULL,26
35825111,"Manhattan","Hell's Kitchen","Entire home/apt",168,5,0,NULL,50
35827321,"Manhattan","West Village","Entire home/apt",199,5,0,NULL,122
35828713,"Manhattan","Murray Hill","Entire home/apt",300,30,0,NULL,349
35828913,"Manhattan","Murray Hill","Entire home/apt",280,30,0,NULL,336
35829544,"Manhattan","Murray Hill","Entire home/apt",280,30,0,NULL,336
35830870,"Manhattan","Midtown","Entire home/apt",175,1,0,NULL,250
35830998,"Brooklyn","Bath Beach","Private room",59,1,0,NULL,364
35831203,"Manhattan","Midtown","Entire home/apt",155,1,0,NULL,244
35831474,"Manhattan","Midtown","Entire home/apt",165,1,0,NULL,330
35831503,"Brooklyn","Park Slope","Entire home/apt",250,5,0,NULL,14
35831833,"Manhattan","Midtown","Entire home/apt",165,1,0,NULL,341
35833041,"Manhattan","Financial District","Entire home/apt",750,3,0,NULL,352
35833383,"Brooklyn","Williamsburg","Entire home/apt",140,4,0,NULL,24
35834284,"Manhattan","West Village","Entire home/apt",199,30,0,NULL,340
35834935,"Brooklyn","Williamsburg","Entire home/apt",140,500,0,NULL,331
35836163,"Brooklyn","Williamsburg","Private room",75,9,0,NULL,310
35837250,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",195,2,0,NULL,7
35837998,"Manhattan","Harlem","Entire home/apt",250,4,0,NULL,13
35838750,"Brooklyn","Bedford-Stuyvesant","Private room",50,7,0,NULL,214
35839059,"Brooklyn","Downtown Brooklyn","Entire home/apt",100,2,0,NULL,69
35839702,"Brooklyn","Williamsburg","Entire home/apt",125,7,0,NULL,29
35840369,"Staten Island","St. George","Entire home/apt",78,2,0,NULL,342
35841291,"Manhattan","Inwood","Private room",100,1,0,NULL,365
35841507,"Brooklyn","Williamsburg","Entire home/apt",175,30,0,NULL,154
35842224,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",87,1,0,NULL,9
35842254,"Brooklyn","Bushwick","Entire home/apt",150,2,0,NULL,365
35842456,"Queens","Flushing","Private room",54,4,0,NULL,68
35842576,"Manhattan","Chelsea","Entire home/apt",223,3,0,NULL,169
35842999,"Manhattan","Financial District","Entire home/apt",220,4,0,NULL,6
35844386,"Brooklyn","Crown Heights","Shared room",50,1,0,NULL,314
35844745,"Brooklyn","Crown Heights","Entire home/apt",250,1,0,NULL,22
35845476,"Manhattan","Chinatown","Private room",89,2,0,NULL,10
35847458,"Brooklyn","Sunset Park","Private room",50,2,0,NULL,20
35847646,"Bronx","Port Morris","Entire home/apt",220,30,0,NULL,180
35848679,"Queens","Ridgewood","Private room",60,3,0,NULL,365
35850605,"Manhattan","Theater District","Private room",65,14,0,NULL,85
35850990,"Manhattan","Theater District","Private room",70,14,0,NULL,35
35855199,"Manhattan","East Harlem","Private room",80,3,0,NULL,205
35855969,"Manhattan","Harlem","Private room",80,3,0,NULL,187
35856471,"Bronx","Wakefield","Entire home/apt",309,2,0,NULL,168
35856599,"Brooklyn","Bushwick","Private room",78,30,0,NULL,325
35858194,"Manhattan","Harlem","Private room",119,3,0,NULL,5
35859800,"Manhattan","Financial District","Entire home/apt",600,3,0,NULL,355
35860327,"Brooklyn","Bushwick","Private room",50,2,0,NULL,77
35860350,"Brooklyn","Crown Heights","Private room",65,1,0,NULL,342
35863145,"Brooklyn","Crown Heights","Entire home/apt",1500,2,0,NULL,267
35863336,"Manhattan","Upper West Side","Entire home/apt",174,30,0,NULL,1
35863730,"Queens","Ditmars Steinway","Private room",56,4,0,NULL,350
35864932,"Manhattan","Midtown","Entire home/apt",350,3,0,NULL,280
35866148,"Brooklyn","Crown Heights","Entire home/apt",150,3,0,NULL,73
35866719,"Bronx","Port Morris","Private room",125,3,0,NULL,365
35867138,"Manhattan","East Harlem","Entire home/apt",180,30,0,NULL,341
35867271,"Manhattan","Midtown","Entire home/apt",229,3,0,NULL,65
35868549,"Manhattan","Kips Bay","Entire home/apt",170,30,0,NULL,213
35868596,"Brooklyn","Bushwick","Private room",63,2,0,NULL,358
35869234,"Manhattan","Financial District","Entire home/apt",198,29,0,NULL,345
35869466,"Manhattan","Financial District","Entire home/apt",180,29,0,NULL,338
35870390,"Manhattan","West Village","Entire home/apt",550,3,0,NULL,353
35871036,"Queens","Ditmars Steinway","Entire home/apt",90,3,0,NULL,21
35871510,"Manhattan","Financial District","Entire home/apt",135,29,0,NULL,339
35871511,"Manhattan","Financial District","Entire home/apt",165,29,0,NULL,342
35871515,"Manhattan","Financial District","Entire home/apt",165,29,0,NULL,347
35871541,"Manhattan","Upper East Side","Entire home/apt",600,3,0,NULL,357
35872009,"Brooklyn","Bedford-Stuyvesant","Private room",70,2,0,NULL,291
35872024,"Brooklyn","Crown Heights","Private room",65,7,0,NULL,63
35872972,"Queens","Ridgewood","Entire home/apt",230,4,0,NULL,142
35873124,"Brooklyn","Williamsburg","Private room",60,3,0,NULL,0
35874052,"Manhattan","Morningside Heights","Private room",49,30,0,NULL,32
35874420,"Manhattan","Upper East Side","Entire home/apt",156,1,0,NULL,7
35874901,"Queens","Woodhaven","Private room",35,9,0,NULL,246
35875206,"Queens","Forest Hills","Entire home/apt",250,2,0,NULL,160
35875685,"Manhattan","Harlem","Private room",80,2,0,NULL,352
35876030,"Brooklyn","Flatlands","Entire home/apt",300,4,0,NULL,163
35876561,"Queens","Woodside","Entire home/apt",169,1,0,NULL,60
35876621,"Brooklyn","Williamsburg","Entire home/apt",75,2,0,NULL,174
35876721,"Queens","Maspeth","Private room",140,1,0,NULL,88
35877927,"Bronx","Fordham","Entire home/apt",99,2,0,NULL,343
35878332,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",275,2,0,NULL,365
35878473,"Queens","Arverne","Entire home/apt",120,1,0,NULL,81
35878775,"Brooklyn","Park Slope","Entire home/apt",185,1,0,NULL,43
35878814,"Brooklyn","Bushwick","Entire home/apt",275,2,0,NULL,360
35879563,"Brooklyn","Bushwick","Entire home/apt",90,5,0,NULL,12
35880079,"Brooklyn","Williamsburg","Private room",75,2,0,NULL,282
35880571,"Manhattan","Upper West Side","Entire home/apt",168,2,0,NULL,46
35880602,"Brooklyn","Crown Heights","Private room",30,7,0,NULL,44
35881157,"Brooklyn","Crown Heights","Private room",30,7,0,NULL,44
35881328,"Queens","Astoria","Private room",79,4,0,NULL,2
35881347,"Bronx","Concourse Village","Private room",53,3,0,NULL,162
35882372,"Brooklyn","Williamsburg","Entire home/apt",500,4,0,NULL,358
35882973,"Manhattan","Midtown","Entire home/apt",189,1,0,NULL,351
35883107,"Manhattan","Hell's Kitchen","Entire home/apt",299,4,0,NULL,95
35884220,"Manhattan","Hell's Kitchen","Entire home/apt",350,2,0,NULL,179
35884299,"Manhattan","Kips Bay","Entire home/apt",80,1,0,NULL,1
35886159,"Queens","Ozone Park","Private room",80,15,0,NULL,61
35891506,"Bronx","Port Morris","Private room",100,3,0,NULL,365
35892874,"Manhattan","Harlem","Entire home/apt",200,120,0,NULL,365
35898307,"Manhattan","West Village","Entire home/apt",750,1,0,NULL,5
35899551,"Brooklyn","Flatbush","Private room",135,3,0,NULL,248
35899864,"Brooklyn","Williamsburg","Entire home/apt",150,3,0,NULL,12
35900132,"Bronx","Longwood","Entire home/apt",150,1,0,NULL,88
35900353,"Manhattan","Kips Bay","Entire home/apt",600,3,0,NULL,355
35901040,"Staten Island","West Brighton","Entire home/apt",190,1,0,NULL,342
35901703,"Manhattan","Lower East Side","Entire home/apt",129,2,0,NULL,15
35902528,"Queens","Long Island City","Private room",375,2,0,NULL,356
35903152,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",90,14,0,NULL,85
35903155,"Manhattan","East Village","Entire home/apt",450,3,0,NULL,361
35903262,"Brooklyn","Williamsburg","Entire home/apt",220,30,0,NULL,211
35904221,"Brooklyn","Williamsburg","Entire home/apt",220,30,0,NULL,205
35904308,"Queens","Astoria","Private room",60,30,0,NULL,43
35904454,"Manhattan","East Village","Entire home/apt",225,3,0,NULL,7
35904939,"Queens","Bayside","Private room",100,1,0,NULL,358
35906345,"Brooklyn","Crown Heights","Entire home/apt",100,7,0,NULL,44
35907197,"Queens","East Elmhurst","Private room",65,1,0,NULL,36
35907244,"Brooklyn","Clinton Hill","Shared room",45,1,0,NULL,345
35907389,"Brooklyn","Crown Heights","Private room",62,3,0,NULL,22
35908075,"Queens","Astoria","Entire home/apt",500,2,0,NULL,157
35909458,"Manhattan","Midtown","Entire home/apt",399,3,0,NULL,148
35909488,"Brooklyn","Greenpoint","Entire home/apt",164,4,0,NULL,7
35911322,"Brooklyn","Williamsburg","Private room",60,1,0,NULL,173
35912030,"Manhattan","NoHo","Entire home/apt",180,5,0,NULL,317
35912059,"Manhattan","Midtown","Entire home/apt",499,3,0,NULL,144
35913850,"Queens","Flushing","Private room",50,7,0,NULL,89
35914333,"Manhattan","West Village","Private room",79,28,0,NULL,70
35914591,"Manhattan","Upper West Side","Entire home/apt",307,4,0,NULL,344
35914632,"Manhattan","Chelsea","Entire home/apt",225,3,0,NULL,87
35915030,"Brooklyn","Park Slope","Entire home/apt",145,6,0,NULL,14
35915754,"Brooklyn","Williamsburg","Entire home/apt",110,2,0,NULL,30
35916778,"Brooklyn","Bushwick","Private room",60,1,0,NULL,97
35916821,"Manhattan","Murray Hill","Entire home/apt",199,3,0,NULL,208
35916913,"Manhattan","Upper East Side","Entire home/apt",299,3,0,NULL,177
35929061,"Manhattan","East Harlem","Entire home/apt",450,3,0,NULL,358
35931422,"Brooklyn","Bedford-Stuyvesant","Private room",100,1,0,NULL,87
35932913,"Manhattan","Harlem","Private room",150,1,0,NULL,8
35933715,"Queens","Long Island City","Private room",85,3,0,NULL,250
35933956,"Manhattan","East Village","Entire home/apt",375,3,0,NULL,357
35934191,"Manhattan","Hell's Kitchen","Entire home/apt",179,2,0,NULL,12
35934279,"Brooklyn","Williamsburg","Entire home/apt",250,5,0,NULL,318
35934299,"Brooklyn","Williamsburg","Entire home/apt",195,30,0,NULL,200
35934686,"Manhattan","Hell's Kitchen","Entire home/apt",189,31,0,NULL,237
35935010,"Brooklyn","Williamsburg","Entire home/apt",195,30,0,NULL,239
35935104,"Manhattan","Upper West Side","Entire home/apt",150,4,0,NULL,63
35935180,"Queens","Bayside","Private room",100,1,0,NULL,351
35935675,"Manhattan","Upper East Side","Private room",100,3,0,NULL,37
35935711,"Brooklyn","Bedford-Stuyvesant","Private room",55,1,0,NULL,312
35936418,"Manhattan","Financial District","Entire home/apt",699,29,0,NULL,327
35936469,"Manhattan","Harlem","Shared room",30,7,0,NULL,83
35936654,"Brooklyn","Williamsburg","Entire home/apt",350,4,0,NULL,9
35936791,"Manhattan","Upper East Side","Entire home/apt",230,3,0,NULL,324
35937183,"Manhattan","Little Italy","Entire home/apt",350,4,0,NULL,334
35937316,"Manhattan","East Village","Private room",100,1,0,NULL,188
35937891,"Manhattan","Financial District","Entire home/apt",699,29,0,NULL,341
35938183,"Brooklyn","Crown Heights","Entire home/apt",190,2,0,NULL,128
35939197,"Brooklyn","Bushwick","Private room",30,3,0,NULL,100
